Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.130.187.234-13.231.159.253-1825-45676-6,13.231.159.253,45676,10.130.187.234,1825,6,18/10/2023 11:07:12 上午,0,1,1,0.0,24.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,20,0.0,0.0,0.0,24.0,16.0,13.856406460551018,192.0,0,0,0,1,1,0,0,0,1.0,24.0,0.0,24.0,0,0,0,0,0,0,1,0,1,24,-1,2600,0,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-1825-45676-6,10.130.187.234,1825,13.231.159.253,45676,6,18/10/2023 11:07:12 上午,275,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,87272.72727272726,10909.090909090908,137.5,7.7781745930520225,143.0,132.0,132.0,132.0,0.0,132.0,132.0,0,0,0,0,0,0,0,0,0,40,20,7272.727272727272,3636.363636363636,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2034-45676-6,13.231.159.253,45676,10.130.187.234,2034,6,18/10/2023 11:07:09 上午,14711949,2,2,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,1.6313270253995578,0.27188783756659296,4903983.0,8493923.466754278,1.4711921E7,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,40,40,0.13594391878329648,0.13594391878329648,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,1.0,6.0,12.0,0.0,0,0,0,0,0,0,2,24,2,0,-1,512,1,0,28.0,0.0,28.0,28.0,1.4711921E7,0.0,1.4711921E7,1.4711921E7,No Label
10.130.187.234-13.231.159.253-2034-45676-6,10.130.187.234,2034,13.231.159.253,45676,6,18/10/2023 11:07:24 上午,169,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,142011.83431952665,17751.47928994083,84.5,31.81980515339464,107.0,62.0,62.0,62.0,0.0,62.0,62.0,0,0,0,0,0,0,0,0,0,40,20,11834.31952662722,5917.15976331361,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,512,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2036-45676-6,13.231.159.253,45676,10.130.187.234,2036,6,18/10/2023 11:07:09 上午,14541420,2,2,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,1.6504577957310909,0.2750762992885151,4847140.0,8395445.12004724,1.4541365E7,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,0.0,55.0,55.0,0,0,0,0,40,40,0.13753814964425756,0.13753814964425756,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,1.0,6.0,12.0,0.0,0,0,0,0,0,0,2,24,2,0,-1,508,1,0,55.0,0.0,55.0,55.0,1.4541365E7,0.0,1.4541365E7,1.4541365E7,No Label
10.130.187.234-13.231.159.253-2036-45676-6,10.130.187.234,2036,13.231.159.253,45676,6,18/10/2023 11:07:24 上午,251,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,95617.52988047809,11952.191235059761,125.5,21.920310216782973,141.0,110.0,141.0,141.0,0.0,141.0,141.0,0,0,0,0,0,0,0,0,0,40,20,7968.127490039841,3984.0637450199206,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2042-45676-6,13.231.159.253,45676,10.130.187.234,2042,6,18/10/2023 11:07:14 上午,14503208,2,2,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,1.6548063021643211,0.27580105036072017,4834402.666666666,8373381.67951362,1.4503151E7,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,57.0,57.0,0,0,0,0,40,40,0.13790052518036008,0.13790052518036008,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,1.0,6.0,12.0,0.0,0,0,0,0,0,0,2,24,2,0,-1,508,1,0,57.0,0.0,57.0,57.0,1.4503151E7,0.0,1.4503151E7,1.4503151E7,No Label
10.130.187.234-13.231.159.253-2042-45676-6,10.130.187.234,2042,13.231.159.253,45676,6,18/10/2023 11:07:29 上午,208,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,115384.61538461539,14423.076923076924,104.0,29.698484809834994,125.0,83.0,83.0,83.0,0.0,83.0,83.0,0,0,0,0,0,0,0,0,0,40,20,9615.384615384615,4807.692307692308,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56702-6,10.130.239.237,56702,10.130.187.234,7680,6,18/10/2023 11:07:37 上午,10231,2,3,75.0,0.0,75.0,0.0,37.5,53.033008588991066,0.0,0.0,0.0,0.0,7330.661714397419,488.71078095982796,2557.75,4914.034213352609,9927.0,0.0,0.0,0.0,0.0,0.0,0.0,10231.0,5115.5,7160.870373076167,10179.0,52.0,0,0,0,0,40,84,195.48431238393118,293.2264685758968,0.0,75.0,12.5,30.618621784789728,937.5,0,1,0,0,0,0,0,0,1.0,15.0,37.5,0.0,0,0,0,0,0,0,2,75,3,0,-1,511,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56702-6,10.130.239.237,56702,10.130.187.234,7680,6,18/10/2023 11:07:37 上午,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,6145,0,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2130-45676-6,10.130.187.234,2130,13.231.159.253,45676,6,18/10/2023 11:07:45 上午,566175,20,30,8251.0,26340.0,1380.0,0.0,412.55,541.3514740176224,1380.0,0.0,878.0,625.8473428494556,61095.95089857376,88.31191769329271,11554.591836734697,29678.98631531966,102753.0,0.0,513702.0,27036.94736842105,54477.39894618245,204574.0,0.0,565220.0,19490.34482758621,37411.52258546238,102796.0,0.0,0,0,0,0,400,648,35.324767077317084,52.98715061597563,0.0,1380.0,678.2549019607844,632.3920253493795,399919.6737254902,0,1,0,0,0,0,0,0,1.0,691.82,412.55,878.0,0,0,0,0,0,0,20,8251,30,26340,-1,442,14,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2130-45676-6,13.231.159.253,45676,10.130.187.234,2130,6,18/10/2023 11:07:45 上午,0,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,Infinity,Infinity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,40,20,0.0,0.0,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,442,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-114.116.235.116-2139-443-6,10.130.187.234,2139,114.116.235.116,443,6,18/10/2023 11:07:57 上午,15227417,6,11,1247.0,4961.0,637.0,0.0,207.83333333333334,290.7021958408066,1380.0,0.0,451.0,595.670546527189,407.6856895690188,1.1164073329048518,951713.5625000001,3754444.202251069,1.5030628E7,0.0,136736.0,27347.2,27673.859645882432,68839.0,1554.0,1.5227417E7,1522741.7,4746280.487709579,1.5030683E7,0.0,0,0,0,0,120,244,0.39402611749583005,0.7223812154090217,0.0,1380.0,344.8888888888889,504.46720745623577,254487.16339869282,0,1,0,0,0,0,0,0,1.0,365.1764705882353,207.83333333333334,451.0,0,0,0,0,0,0,6,1247,11,4961,-1,62,3,0,196789.0,0.0,196789.0,196789.0,1.5030628E7,0.0,1.5030628E7,1.5030628E7,No Label
10.130.187.234-114.116.235.116-2139-443-6,10.130.187.234,2139,114.116.235.116,443,6,18/10/2023 11:08:12 上午,243,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8230.45267489712,243.0,0.0,243.0,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4115.22633744856,4115.22633744856,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,511,0,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56706-6,10.130.239.237,56706,10.130.187.234,7680,6,18/10/2023 11:08:17 上午,10119,2,3,75.0,0.0,75.0,0.0,37.5,53.033008588991066,0.0,0.0,0.0,0.0,7411.799584939224,494.11997232928155,2529.75,4735.393850216333,9630.0,0.0,0.0,0.0,0.0,0.0,0.0,10119.0,5059.5,6927.525135284606,9958.0,161.0,0,0,0,0,40,84,197.64798893171263,296.4719833975689,0.0,75.0,12.5,30.618621784789728,937.5,0,1,0,0,0,0,0,0,1.0,15.0,37.5,0.0,0,0,0,0,0,0,2,75,3,0,-1,511,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56706-6,10.130.239.237,56706,10.130.187.234,7680,6,18/10/2023 11:08:17 上午,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,6145,0,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2124-45676-6,10.130.187.234,2124,13.231.159.253,45676,6,18/10/2023 11:07:37 上午,60405820,28,28,3969.0,11451.0,1380.0,0.0,141.75,293.4344049357539,1380.0,0.0,408.9642857142856,558.7923805879735,255.27341570729445,0.9270629883014584,1098287.6363636362,3697056.219056536,1.5140912E7,0.0,4.9571522E7,1835982.2962962964,4819784.14947504,1.5195488E7,0.0,6.040582E7,2237252.5925925924,5082168.036450921,1.5140912E7,0.0,0,0,0,0,608,596,0.4635314941507292,0.4635314941507292,0.0,1380.0,270.5263157894737,459.6128458225605,211243.96804511276,0,1,0,0,0,0,0,0,1.0,275.35714285714283,141.75,408.9642857142857,0,0,0,0,0,0,28,3969,28,11451,-1,463,16,0,1136967.75,2237679.0781209557,4493265.0,30.0,1.396448725E7,2166284.6752273617,1.5140912E7,1.0716616E7,No Label
10.130.187.234-13.231.159.253-2124-45676-6,10.130.187.234,2124,13.231.159.253,45676,6,18/10/2023 11:08:37 上午,231,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,103896.1038961039,12987.012987012988,115.5,6.363961030678928,120.0,111.0,120.0,120.0,0.0,120.0,120.0,0,0,0,0,0,0,0,0,0,40,20,8658.008658008657,4329.004329004329,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,511,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2128-45676-6,10.130.187.234,2128,13.231.159.253,45676,6,18/10/2023 11:07:45 上午,60209589,20,26,3649.0,14641.0,1281.0,0.0,182.45000000000002,359.61404383910786,1380.0,0.0,563.1153846153846,615.2325301492486,303.7722114329663,0.7639979073765144,1337990.8666666665,4284189.516189522,1.5226681E7,0.0,4.5784959E7,2409734.6842105263,5642041.813025623,1.5272871E7,17.0,6.0209589E7,2408383.56,5569731.447884734,1.5226681E7,0.0,0,0,0,0,424,556,0.3321730032071802,0.4318249041693342,0.0,1380.0,389.1489361702129,545.9872979380685,298102.12950971327,0,1,0,0,0,0,0,0,1.0,397.60869565217394,182.45,563.1153846153846,0,0,0,0,0,0,20,3649,26,14641,-1,464,10,0,155464.5,280950.6048513392,575639.0,29.0,1.489693275E7,377129.4622189886,1.5226681E7,1.4361485E7,No Label
10.130.187.234-13.231.159.253-2128-45676-6,10.130.187.234,2128,13.231.159.253,45676,6,18/10/2023 11:08:45 上午,214,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,112149.53271028037,14018.691588785046,107.0,11.313708498984761,115.0,99.0,99.0,99.0,0.0,99.0,99.0,0,0,0,0,0,0,0,0,0,40,20,9345.794392523365,4672.897196261682,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,512,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2132-45676-6,10.130.187.234,2132,13.231.159.253,45676,6,18/10/2023 11:07:46 上午,60195436,21,24,3585.0,9875.0,1380.0,0.0,170.71428571428575,343.17563183552863,1380.0,0.0,411.4583333333334,568.848950621506,223.60499224559152,0.7475649815045778,1368078.090909091,4337674.80609848,1.532301E7,0.0,4.5735812E7,2286790.5999999996,5532920.4537777845,1.5368376E7,0.0,6.0195436E7,2617192.8695652173,5780980.029000865,1.532301E7,0.0,0,0,0,0,480,528,0.34886365803546965,0.3987013234691082,0.0,1380.0,292.6086956521738,483.84085897285917,234101.9768115942,0,1,0,0,0,0,0,0,1.0,299.1111111111111,170.71428571428572,411.4583333333333,0,0,0,0,0,0,21,3585,24,9875,-1,464,9,0,125008.25,220758.41139788233,454598.0,69.0,1.492385075E7,402661.2505124497,1.532301E7,1.4372235E7,No Label
10.130.187.234-13.231.159.253-2132-45676-6,10.130.187.234,2132,13.231.159.253,45676,6,18/10/2023 11:08:46 上午,388,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,61855.67010309279,7731.958762886598,194.0,25.45584412271571,212.0,176.0,176.0,176.0,0.0,176.0,176.0,0,0,0,0,0,0,0,0,0,40,20,5154.639175257732,2577.319587628866,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56708-6,10.130.239.237,56708,10.130.187.234,7680,6,18/10/2023 11:08:57 上午,6783,2,3,75.0,0.0,75.0,0.0,37.5,53.033008588991066,0.0,0.0,0.0,0.0,11057.054400707651,737.1369600471768,1695.75,3061.9018463475713,6283.0,0.0,0.0,0.0,0.0,0.0,0.0,6783.0,3391.5,4606.800679430357,6649.0,134.0,0,0,0,0,40,84,294.8547840188707,442.2821760283061,0.0,75.0,12.5,30.618621784789728,937.5,0,1,0,0,0,0,0,0,1.0,15.0,37.5,0.0,0,0,0,0,0,0,2,75,3,0,-1,511,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56708-6,10.130.239.237,56708,10.130.187.234,7680,6,18/10/2023 11:08:57 上午,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,6145,0,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2153-45676-6,10.130.187.234,2153,13.231.159.253,45676,6,18/10/2023 11:08:27 上午,31309505,16,23,2176.0,11324.0,539.0,0.0,135.99999999999997,182.10583003663925,1380.0,0.0,492.34782608695656,591.2817055650956,431.1789662596071,1.245628124749976,823934.3421052631,3009192.1876158444,1.5177463E7,0.0,3.1204923E7,2080328.2000000002,4620240.713616743,1.5177507E7,94.0,2.7307259E7,1241239.0454545454,3855507.076450423,1.5218067E7,0.0,0,0,0,0,320,484,0.5110269229743492,0.7346012017756269,0.0,1380.0,337.49999999999994,493.6514913091977,243691.79487179487,0,1,0,0,0,0,0,0,1.0,346.15384615384613,136.0,492.3478260869565,0,0,0,0,0,0,16,2176,23,11324,-1,476,9,0,720279.0,961205.6030059333,1399954.0,40604.0,1.29333505E7,3173654.3329909923,1.5177463E7,1.0689238E7,No Label
10.130.187.234-13.231.159.253-2153-45676-6,13.231.159.253,45676,10.130.187.234,2153,6,18/10/2023 11:08:58 上午,3951052,3,1,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,6.074331595737035,1.0123885992895056,1317017.3333333335,2273273.3083202583,3941962.0,0.0,3941962.0,1970981.0,2787388.061379685,3941962.0,0.0,0,0,0,0,0,0,0,0,0,60,20,0.7592914494671293,0.2530971498223764,0.0,24.0,4.8,10.73312629199899,115.2,0,0,0,0,1,0,0,0,0.0,6.0,8.0,0.0,0,0,0,0,0,0,3,24,1,0,-1,476,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2145-45676-6,10.130.187.234,2145,13.231.159.253,45676,6,18/10/2023 11:08:14 上午,60187816,13,25,1381.0,12215.0,539.0,0.0,106.23076923076923,168.06553971896096,1380.0,0.0,488.6,603.4194920064592,225.89289500054298,0.6313570175066662,1626697.7297297297,4702776.047372721,1.5150471E7,0.0,4.546002E7,3788335.0000000005,6800553.866582286,1.5195451E7,118.0,6.0187816E7,2507825.6666666665,5689410.831963417,1.5150471E7,0.0,0,0,0,0,260,536,0.21599055862070157,0.4153664588859646,0.0,1380.0,348.6153846153847,524.4770134637189,275076.13765182195,0,1,0,0,0,0,0,0,1.0,357.7894736842105,106.23076923076923,488.6,0,0,0,0,0,0,13,1381,25,12215,-1,481,7,0,97757.75,166856.7571568999,346022.0,29.0,1.494919625E7,218604.65910005185,1.5150471E7,1.4646036E7,No Label
10.130.187.234-13.231.159.253-2145-45676-6,10.130.187.234,2145,13.231.159.253,45676,6,18/10/2023 11:09:15 上午,272,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,88235.29411764706,11029.411764705883,136.0,9.899494936611665,143.0,129.0,129.0,129.0,0.0,129.0,129.0,0,0,0,0,0,0,0,0,0,40,20,7352.941176470588,3676.470588235294,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,509,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2039-45676-6,10.130.187.234,2039,13.231.159.253,45676,6,18/10/2023 11:07:14 上午,119389151,40311,215844,103934.0,2.97753941E8,1380.0,0.0,2.5783036888194184,55.68803637048488,1380.0,0.0,1379.486763588517,24.322432047618804,2494848.757237582,2145.546708846267,466.0834927426464,25115.110138051783,4126901.0,-9.0,1.19389151E8,2961.7750186058142,63281.018918582304,4126901.0,0.0,1.1938887E8,553.1282923235863,28253.835558217444,4209565.0,0.0,0,0,0,0,977304,4316892,337.64374453085776,1807.9029643154092,0.0,1380.0,1162.804131076368,502.3825913137876,252388.26805515616,0,0,0,0,1,0,0,0,5.0,1162.808670531514,2.578303688819429,1379.4867635885175,0,0,0,0,0,0,40311,103934,215844,297753941,-1,1162,128,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2158-45676-6,10.130.187.234,2158,13.231.159.253,45676,6,18/10/2023 11:08:36 上午,60239156,11,19,1195.0,9933.0,639.0,0.0,108.63636363636365,196.37172542261413,1380.0,0.0,522.7894736842104,630.2541444129563,184.7303438315105,0.49801494562772425,2077212.275862069,5240477.863288076,1.5215372E7,0.0,4.5568193E7,4556819.3,7290236.0917563345,1.5259865E7,51.0,6.0239156E7,3346619.777777778,6388560.507715918,1.5215372E7,0.0,0,0,0,0,220,416,0.1826054800634989,0.3154094655642254,0.0,1380.0,358.96774193548396,543.5586128389448,295455.96559139783,0,1,0,0,0,0,0,0,1.0,370.93333333333334,108.63636363636364,522.7894736842105,0,0,0,0,0,0,11,1195,19,9933,-1,483,6,0,111290.75,193819.4593917666,400329.0,29.0,1.494849825E7,268025.9702794675,1.5215372E7,1.4578056E7,No Label
10.130.187.234-13.231.159.253-2158-45676-6,10.130.187.234,2158,13.231.159.253,45676,6,18/10/2023 11:09:36 上午,323,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,74303.40557275542,9287.925696594428,161.5,10.606601717798213,169.0,154.0,169.0,169.0,0.0,169.0,169.0,0,0,0,0,0,0,0,0,0,40,20,6191.950464396285,3095.9752321981423,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,512,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56710-6,10.130.239.237,56710,10.130.187.234,7680,6,18/10/2023 11:09:37 上午,19001,2,3,75.0,0.0,75.0,0.0,37.5,53.033008588991066,0.0,0.0,0.0,0.0,3947.1606757539075,263.1440450502605,4750.25,9161.705240656167,18491.0,0.0,0.0,0.0,0.0,0.0,0.0,19001.0,9500.5,13226.432342094371,18853.0,148.0,0,0,0,0,40,84,105.2576180201042,157.8864270301563,0.0,75.0,12.5,30.618621784789728,937.5,0,1,0,0,0,0,0,0,1.0,15.0,37.5,0.0,0,0,0,0,0,0,2,75,3,0,-1,511,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-10.130.239.237-7680-56710-6,10.130.239.237,56710,10.130.187.234,7680,6,18/10/2023 11:09:37 上午,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,Infinity,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,6145,0,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2161-45676-6,10.130.187.234,2161,13.231.159.253,45676,6,18/10/2023 11:08:39 上午,60240557,22,27,2552.0,7171.0,1085.0,0.0,116.00000000000001,240.88922567773565,1380.0,0.0,265.5925925925926,484.7189716541755,161.40289008283904,0.8134054935780225,1255011.6041666665,4157758.002323873,1.5041295E7,0.0,4.5587041E7,2170811.476190476,5386906.372781335,1.5056013E7,18.0,6.0240557E7,2316944.5000000005,5482282.525325102,1.5136622E7,0.0,0,0,0,0,476,576,0.3652024665044183,0.4482030270736042,0.0,1380.0,194.4599999999999,394.79280073249066,155861.35551020407,0,1,0,0,0,0,0,0,1.0,198.42857142857142,116.0,265.5925925925926,0,0,0,0,0,0,22,2552,27,7171,-1,475,12,0,161384.0,248914.25824434674,524904.0,28.0,1.489875525E7,226340.40779524218,1.5041295E7,1.4563684E7,No Label
10.130.187.234-13.231.159.253-2161-45676-6,10.130.187.234,2161,13.231.159.253,45676,6,18/10/2023 11:09:40 上午,169,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,142011.83431952665,17751.47928994083,84.5,16.263455967290593,96.0,73.0,73.0,73.0,0.0,73.0,73.0,0,0,0,0,0,0,0,0,0,40,20,11834.31952662722,5917.15976331361,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,507,1,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-13.231.159.253-2185-45676-6,10.130.187.234,2185,13.231.159.253,45676,6,18/10/2023 11:09:39 上午,2777746,51,42,37525.0,11379.0,1380.0,0.0,735.78431372549,644.1322942913355,1380.0,0.0,270.92857142857144,462.26364522894124,17605.641408537715,33.4803830155817,30192.891304347835,73963.55290283205,446250.0,0.0,2675781.0,53515.62000000001,123479.3052805487,545045.0,0.0,2762407.0,67375.78048780489,102351.70517082562,446250.0,0.0,0,0,0,0,1056,864,18.360210040802865,15.120172974778832,0.0,1380.0,520.255319148936,611.3369086122786,373732.81583161757,0,1,0,0,0,0,0,0,0.0,525.8494623655914,735.7843137254902,270.92857142857144,0,0,0,0,0,0,51,37525,42,11379,-1,442,38,0,0,0,0,0,0,0,0,0,No Label
10.130.187.234-119.3.178.178-9336-21111-6,10.130.187.234,9336,119.3.178.178,21111,6,18/10/2023 11:07:42 上午,61078794,1,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333333333333337,0.5773502691896257,0.016372294449690673,0.06548917779876269,2.0359598E7,3.5223094386677146E7,6.1031715E7,40.0,0,0,0,0,0,6.1078754E7,3.0539377E7,4.31226779480645E7,6.1031715E7,47039.0,0,0,0,0,20,72,0.016372294449690673,0.04911688334907202,0.0,1.0,0.4,0.5477225575051661,0.3,0,0,0,0,1,0,0,0,3.0,0.5,0.0,0.3333333333333333,0,0,0,0,0,0,1,0,3,1,-1,128,0,0,47039.0,0.0,47039.0,47039.0,6.1031715E7,0.0,6.1031715E7,6.1031715E7,No Label
